,reputation,harm,liability,obligation,litigation,legislation,respect,invest,uphold,protect,empower,trust
17,0.41537,0.3919289,0.14932413,0.015675973,0.28769085,0.34789854,0.24279147,0.14323969,0.18919612,0.3668654,0.17030849,0.13311407
18,0.3881405,0.3716747,0.13897909,0.006085655,0.268173,0.3830108,0.21947245,0.1701381,0.22540992,0.3930482,0.20123193,0.15140933
19,0.4190795,0.3951538,0.14169548,0.037538428,0.2789787,0.3496131,0.25806764,0.19822633,0.20775491,0.38726994,0.19697882,0.14570473
20,0.42593598,0.43838653,0.15326282,0.011089974,0.295723,0.36304274,0.24597077,0.18862514,0.23931012,0.39498907,0.21054761,0.14232019
21,0.4151958,0.39279503,0.14764033,0.0047837407,0.24687518,0.35840315,0.2694254,0.16450408,0.18333131,0.3791086,0.17094573,0.14147493
22,0.42003348,0.43354195,0.11875356,0.0018688649,0.30116838,0.34238163,0.24974072,0.1719178,0.17423056,0.37435985,0.19913822,0.1467754
23,0.4187338,0.4369299,0.17807017,0.038609248,0.26882175,0.38471663,0.23713507,0.1528229,0.20956445,0.35100588,0.20652765,0.14542583
24,0.42628413,0.4191426,0.16742687,0.04616083,0.260074,0.33391654,0.23551214,0.19093278,0.22708057,0.35046396,0.2352385,0.14112847
25,0.4420834,0.37269834,0.17292817,0.037824485,0.26237082,0.3580572,0.23166795,0.17457655,0.16479053,0.38510364,0.1832133,0.13452443
26,0.41764718,0.40649766,0.1361,0.0013700915,0.2865466,0.3165591,0.25076002,0.13818778,0.20042117,0.4020348,0.17875202,0.15352464
27,0.45083,0.43888363,0.1603477,-0.009513779,0.28955835,0.35225496,0.2436296,0.18684894,0.20500334,0.35378394,0.20388497,0.16192588
28,0.40434265,0.39620593,0.17784269,0.0029431598,0.274375,0.36655676,0.22277634,0.13555741,0.15893698,0.36847237,0.18993087,0.14299546
29,0.3891618,0.4162466,0.1641312,0.017671151,0.2740635,0.32166725,0.21557762,0.1893189,0.17209709,0.32469702,0.22260931,0.13525127
30,0.38701382,0.41371125,0.18295166,0.0030439664,0.24630046,0.33971304,0.20586626,0.15503544,0.18164547,0.36154923,0.23747218,0.14045209
31,0.3821315,0.40839496,0.17088614,-0.007087473,0.26462403,0.33182263,0.22253022,0.18352352,0.16564138,0.3951344,0.19985685,0.15927923
32,0.41318044,0.38626948,0.1467274,-0.014840624,0.26356533,0.37076935,0.23981133,0.1628549,0.16242585,0.38005427,0.22010647,0.12457424
33,0.40137553,0.3920044,0.16566724,0.0050839824,0.26940653,0.3713132,0.22172955,0.16191532,0.17871173,0.3535671,0.16876093,0.13843909
34,0.43910643,0.4027876,0.1635025,0.0069572935,0.24751908,0.32025847,0.23525937,0.15106016,0.13415742,0.37517068,0.19381115,0.13883887
35,0.41566905,0.37478623,0.17059284,-0.011890552,0.27662376,0.3370678,0.24174078,0.16360919,0.124975465,0.39097527,0.1712233,0.12959023
36,0.41700244,0.40923303,0.14201513,-0.004105319,0.27991715,0.34621912,0.2243818,0.18130948,0.17673917,0.38595277,0.17113137,0.13511878
37,0.4194517,0.3949504,0.16156761,0.038813315,0.27401638,0.32719845,0.22892702,0.1435004,0.18102504,0.3423993,0.17428303,0.134077
38,0.4226634,0.40476424,0.16517766,0.011144545,0.25725868,0.37711984,0.20724931,0.17813624,0.15358868,0.39258704,0.17623207,0.11457405
39,0.40783867,0.41555408,0.12617546,-0.00018802949,0.27113727,0.37124178,0.24070539,0.15988506,0.1665797,0.40303957,0.1748531,0.12066107
40,0.41822782,0.39351416,0.15952276,0.0069152107,0.2512313,0.3383969,0.22561574,0.14361943,0.14053155,0.34395072,0.15088232,0.13000679
41,0.42747974,0.3910826,0.16337882,-0.018633023,0.24877138,0.31139928,0.2372535,0.17908397,0.17401665,0.36281717,0.17114933,0.13571735
42,0.38692686,0.42448696,0.1473751,-0.005643704,0.26002532,0.3566806,0.25665605,0.20395714,0.18880849,0.3710245,0.21262833,0.13648279
43,0.40053064,0.37971517,0.15009639,0.023601245,0.2735192,0.3409108,0.24541226,0.18015637,0.19390579,0.39902335,0.23461245,0.11268622
44,0.40772036,0.4022305,0.16766381,0.021081643,0.2779037,0.36185256,0.21898113,0.19080703,0.18067718,0.38347664,0.20263684,0.15417422
45,0.39392963,0.4016149,0.16100053,0.01985079,0.26653135,0.3363306,0.25923663,0.14745028,0.19467929,0.38260373,0.16293725,0.14982454
46,0.3741012,0.38161865,0.15823105,0.02252663,0.28296706,0.35501316,0.23909345,0.16796772,0.19058625,0.354469,0.23515975,0.14656286
47,0.44470787,0.42254037,0.1446908,-0.0007008723,0.2714658,0.36621636,0.2328305,0.14662085,0.18578078,0.39687616,0.21021919,0.14706908
48,0.39998177,0.39671168,0.17681965,-0.01844364,0.2685641,0.31168452,0.23677357,0.17804666,0.1441348,0.3622846,0.19602303,0.1569534
49,0.42091128,0.41348782,0.1476394,0.0037487834,0.27074167,0.32409254,0.20677267,0.16698158,0.16134664,0.37031057,0.2167077,0.16366369
