,reputation,harm,liability,obligation,litigation,legislation,respect,invest,uphold,protect,empower,trust
0,0.34915727,0.34677514,0.18056628,-0.0045611816,0.3171711,0.39329422,0.19731331,0.1539062,0.2848324,0.3352686,0.17270276,0.086315975
1,0.38813657,0.36656553,0.16990925,0.005786795,0.27404568,0.41715926,0.22569315,0.15112472,0.26572955,0.38779032,0.19202782,0.117631674
2,0.34495798,0.33144578,0.19025926,0.020799097,0.2839089,0.4344516,0.22112119,0.1881305,0.26912722,0.33320218,0.16641474,0.14181031
3,0.3870831,0.34844583,0.1581663,0.012619918,0.29589853,0.42081848,0.25562656,0.17415273,0.2896515,0.34892005,0.16808188,0.177986
4,0.38042033,0.35074925,0.19772053,0.019822968,0.33970112,0.45218256,0.24062033,0.14799479,0.26559567,0.39049616,0.1921468,0.14514777
5,0.42112038,0.38634145,0.16684853,0.03304993,0.30916908,0.42507327,0.2025948,0.17638336,0.25201362,0.35833767,0.2173472,0.08927002
6,0.38618252,0.3600377,0.13988137,0.006759347,0.27742347,0.43721223,0.23975952,0.15478095,0.25579354,0.3518717,0.18896481,0.08467452
7,0.36784524,0.36196303,0.16580297,-0.019760625,0.30738452,0.4226008,0.25683495,0.17809097,0.23643486,0.36051476,0.15874875,0.14204092
8,0.38752162,0.38164857,0.16839372,0.02372424,0.31301567,0.436735,0.22670504,0.13560145,0.21229997,0.3390167,0.14680736,0.10738354
9,0.38874596,0.37216496,0.15660353,-0.014030423,0.30136573,0.40364444,0.19879076,0.13532667,0.22632636,0.35770804,0.21131377,0.09013508
10,0.37845442,0.34913063,0.17676136,-0.008310683,0.31001943,0.41829953,0.21582067,0.13402326,0.24688488,0.35416308,0.21449746,0.08501048
11,0.379776,0.3565044,0.17755514,0.034767352,0.28650245,0.3954416,0.17227961,0.18819301,0.21462795,0.33622056,0.18182583,0.13586825
12,0.39692518,0.37082934,0.2059255,-0.0033410534,0.29559723,0.39935344,0.19746977,0.15820286,0.24305405,0.35994193,0.18250681,0.11878535
13,0.38332906,0.40049884,0.1565429,-0.025542986,0.30941442,0.43267372,0.21168017,0.19980845,0.24174105,0.34670562,0.17886753,0.12280337
14,0.37335202,0.38966075,0.15588443,0.016550556,0.28737575,0.43309242,0.20968506,0.18206395,0.23523383,0.32243875,0.1398758,0.119552724
15,0.36850202,0.35580626,0.19068083,0.014963372,0.30817294,0.44353136,0.22067244,0.15635857,0.23498838,0.35073835,0.16324721,0.11202669
16,0.3721986,0.34509957,0.16524523,0.007918663,0.29655167,0.43359292,0.22455767,0.19694719,0.21498157,0.33562768,0.21204278,0.12746066
17,0.3910871,0.3583798,0.15956657,0.011865435,0.31023112,0.40306368,0.20559578,0.16826074,0.23631829,0.34874076,0.17790899,0.14105856
18,0.3876249,0.36232477,0.16098605,0.0027198815,0.28030154,0.40320703,0.19335812,0.2077289,0.2339376,0.33123484,0.1984119,0.1072766
