,reputation,harm,liability,obligation,litigation,legislation,respect,invest,uphold,protect,empower,trust
25,0.3666056,0.37139818,0.13344176,0.029670738,0.17868425,0.3829963,0.20399378,0.1185933,0.13400328,0.36973408,0.2345442,0.07542904
26,0.34542423,0.37717748,0.14991236,0.01155058,0.2085076,0.38974646,0.1730442,0.13221908,0.15793203,0.3804679,0.23286729,0.062050194
27,0.35776243,0.37749702,0.17737585,0.022029165,0.22206031,0.39744592,0.21903032,0.12577175,0.15619273,0.38013458,0.20728686,0.06857599
28,0.37112272,0.40065068,0.16895978,0.048414506,0.20586315,0.37860316,0.22757065,0.10365211,0.18125351,0.39147353,0.20891115,0.08018473
29,0.40250316,0.3899301,0.15485261,-0.010549256,0.23460189,0.35827094,0.19658817,0.10946845,0.18440968,0.3750445,0.20644416,0.10302029
30,0.36034772,0.37664446,0.16581939,0.005269619,0.18211183,0.34554034,0.18911372,0.1409946,0.1178201,0.34410766,0.15618828,0.075154886
31,0.3478605,0.3364921,0.1738398,0.041134708,0.17504442,0.32659933,0.19832052,0.096705794,0.16527717,0.3930852,0.21172929,0.058980037
32,0.35146084,0.33867258,0.18467377,0.05407902,0.17375441,0.35490334,0.15729061,0.08963975,0.13829726,0.37286577,0.18770209,0.08928143
33,0.36980644,0.36460593,0.16843058,0.032681532,0.18537377,0.36987314,0.19318217,0.05318556,0.17544247,0.38023686,0.1956708,0.06309021
34,0.34763274,0.37668264,0.14381668,0.030719168,0.19225244,0.34810117,0.18800063,0.06132897,0.15238105,0.36765915,0.19741854,0.065869994
35,0.38411295,0.40215963,0.15275335,0.036212653,0.1713536,0.37544152,0.17767742,0.05044499,0.15155159,0.37916762,0.19476804,0.05783555
36,0.39274544,0.34249035,0.18397094,0.048097294,0.16497564,0.38914794,0.18457125,0.05406416,0.16995794,0.40982285,0.20399897,0.07826651
37,0.33943874,0.3573561,0.14127994,0.03765575,0.1841766,0.3864965,0.20464788,0.07115412,0.17345677,0.36770773,0.1922538,0.053611655
38,0.38181177,0.37933537,0.1471889,0.081826314,0.18284824,0.35978034,0.13483466,0.10937008,0.1774776,0.38637733,0.24459712,0.053934354
39,0.38772696,0.3870893,0.20128529,0.082675904,0.18284747,0.35421085,0.17658146,0.08630411,0.15554297,0.40406033,0.2173443,0.07731088
40,0.39621526,0.42843986,0.15463029,0.04145816,0.18884663,0.38691017,0.20234844,0.093176626,0.14984463,0.37738955,0.1626575,0.093511686
41,0.30634236,0.33782625,0.15632194,0.054307092,0.19383588,0.33602908,0.18092062,0.13692054,0.15957804,0.34214163,0.20719539,0.083284624
42,0.3424035,0.38823363,0.15777174,0.0010568481,0.14539488,0.3963443,0.19966212,0.1370927,0.19027697,0.36194837,0.1883223,0.066176504
43,0.36211827,0.39931843,0.14999719,0.078149974,0.17870578,0.35422716,0.1986233,0.07581578,0.12496342,0.38006127,0.20927353,0.12947449
44,0.35648394,0.38787836,0.13770096,0.03223749,0.15990372,0.36802563,0.16707532,0.11724254,0.13142331,0.33928797,0.17835182,0.09164608
45,0.35643044,0.3621995,0.16530252,0.029384522,0.22267744,0.38831055,0.2192486,0.028367477,0.15480988,0.37425056,0.18042134,0.061036102
46,0.3487203,0.36042845,0.15045036,0.023766069,0.18271977,0.35955092,0.22824843,0.13427268,0.118623324,0.3967595,0.19833988,0.05612375
47,0.36124662,0.37077102,0.169534,0.03299523,0.20033441,0.33522445,0.20410137,0.087196596,0.16848715,0.38765854,0.18617235,0.09310116
48,0.36699012,0.34668478,0.18269359,-0.0044691553,0.15999663,0.37677917,0.17860056,0.091222,0.16882984,0.41509,0.16256267,0.04737777
49,0.40556693,0.43089145,0.16606092,0.016866706,0.21230786,0.41073292,0.18534218,0.11629737,0.15684256,0.38599396,0.16424873,0.045485243
