,0,1,year
0,ccpa,0.700709342956543,2021
1,gdpr,0.6765962839126587,2021
2,cpra,0.6436492800712585,2021
3,cybersecurity,0.583961009979248,2021
4,lgpd,0.5700185298919678,2021
