,reputation,harm,liability,obligation,litigation,legislation,respect,invest,uphold,protect,empower,trust
25,0.39046818,0.363936,0.15959276,0.023463087,0.25886792,0.35440627,0.22679648,0.15274231,0.19408187,0.35782844,0.1945045,0.114093445
26,0.41449797,0.38447723,0.15986498,-0.006088514,0.29252917,0.3494576,0.22133178,0.12011059,0.16991013,0.34651226,0.19141302,0.08772471
27,0.4411254,0.42502725,0.16194665,-0.0005452086,0.2979097,0.33720765,0.21350215,0.13430305,0.1632094,0.36347467,0.18296021,0.10306034
28,0.4226065,0.40599468,0.18150243,0.020234583,0.28154528,0.30067232,0.25096592,0.15124053,0.14676024,0.3921796,0.18450679,0.0956171
29,0.45965776,0.42219135,0.13547926,0.0066005676,0.25224635,0.30762702,0.23361802,0.13224222,0.17523834,0.41850638,0.15646416,0.1049943
30,0.3958523,0.38439408,0.12387445,-0.021833627,0.25301906,0.28191483,0.2292556,0.13505948,0.17312153,0.39491376,0.17640845,0.09181379
31,0.4587124,0.47132972,0.14231144,0.014169061,0.30315897,0.33438966,0.2404322,0.15444936,0.15921377,0.376415,0.1616965,0.09510828
32,0.43057245,0.38826632,0.17019641,0.021930546,0.271282,0.33248875,0.23914668,0.10585328,0.16619371,0.38901478,0.18056843,0.10361433
33,0.40722346,0.41799602,0.16067684,0.046461634,0.2690535,0.34548968,0.292578,0.15158743,0.12782313,0.3808958,0.20805593,0.101684116
34,0.42850125,0.40626115,0.16392185,-0.008662556,0.28646433,0.33249044,0.25497738,0.13607614,0.19722389,0.42542666,0.17244804,0.07748353
35,0.41386464,0.40402552,0.19364418,0.03756475,0.25580195,0.32647884,0.22590533,0.12592947,0.20112123,0.3900258,0.15213741,0.07060386
36,0.42589206,0.38634366,0.1214879,0.013005774,0.2889242,0.35994512,0.21085553,0.14465821,0.19625239,0.3959703,0.20174125,0.1085561
37,0.4367515,0.3941904,0.13294305,0.022002477,0.2906026,0.36886823,0.22411874,0.18091896,0.17810325,0.39835235,0.17224762,0.08024024
38,0.4282603,0.40484935,0.1544604,0.0050451057,0.30837423,0.36157724,0.24381714,0.16356924,0.14539059,0.34558436,0.18295781,0.070354894
39,0.4235719,0.40479982,0.18420309,0.020192929,0.2781684,0.36724734,0.23646525,0.13237,0.15590744,0.380105,0.16769883,0.081090435
40,0.45421472,0.41957808,0.13760382,0.0170318,0.28256342,0.36975968,0.2341801,0.14489833,0.14389053,0.39047134,0.16327524,0.0922371
41,0.44859418,0.42027697,0.16613619,-0.0034824947,0.2570774,0.3235478,0.21021569,0.14514239,0.15555987,0.36191243,0.19745912,0.07630494
42,0.43238604,0.41957957,0.1316845,0.02099574,0.28575736,0.3341617,0.23575877,0.13490005,0.15961576,0.38463446,0.20617716,0.057952765
43,0.4186405,0.36986095,0.15114053,0.038532257,0.2628503,0.31617373,0.22979647,0.13246489,0.13695619,0.3581641,0.18808188,0.11970657
44,0.4258101,0.40929183,0.16177781,0.008959357,0.29427135,0.36366132,0.25023326,0.1429776,0.17525613,0.38242596,0.17753136,0.093299314
45,0.45680285,0.4345264,0.11828715,0.033103928,0.2505931,0.3260693,0.24468355,0.119377,0.18529135,0.3960819,0.21008241,0.10770365
46,0.41337898,0.42140645,0.1546999,0.015584065,0.25469553,0.31230184,0.2602052,0.16034594,0.17840463,0.30774495,0.1594532,0.12822448
47,0.40491873,0.37949002,0.14441037,0.0072592376,0.26207694,0.3773192,0.23006384,0.10839262,0.15813996,0.3638766,0.2121062,0.0493624
48,0.43340516,0.410813,0.13222492,0.03237516,0.23653649,0.33371508,0.24179527,0.12918909,0.18233442,0.36061984,0.22250909,0.06964088
49,0.41889742,0.42421216,0.12649761,0.010418663,0.25778964,0.34221023,0.24569638,0.14331774,0.20668492,0.429418,0.21799073,0.08815491
