,reputation,harm,liability,obligation,litigation,legislation,respect,invest,uphold,protect,empower,trust
0,0.40071142,0.41253665,0.14944825,0.032584105,0.14938189,0.34854612,0.16487525,0.118326,0.08000749,0.37107974,0.13613181,0.06741417
1,0.39240485,0.38791156,0.13914096,0.02422308,0.18170246,0.3420151,0.15285972,0.10257397,0.1083629,0.42388728,0.13195683,0.03898311
2,0.41507843,0.42638803,0.16058251,0.031504836,0.19070108,0.37260535,0.19846718,0.13915627,0.10429937,0.3915341,0.19911107,0.07498062
3,0.42502502,0.36721942,0.16500834,0.030323233,0.17339692,0.36346966,0.13709773,0.12404838,0.08243787,0.38534856,0.13289164,0.061509293
4,0.4118287,0.40269235,0.17023963,0.012860748,0.21170178,0.31762117,0.2174146,0.109340094,0.123935774,0.40183774,0.11873973,0.08865437
5,0.36147225,0.37974045,0.17269321,-0.0021598078,0.19615811,0.36316323,0.2008792,0.092589974,0.11021705,0.40287986,0.19190013,0.09016077
6,0.38068247,0.3816903,0.21378297,0.04219073,0.17120004,0.40066218,0.21549624,0.11175632,0.13684183,0.34173173,0.101414144,0.10492997
7,0.40021917,0.418641,0.13382086,0.024620881,0.18047269,0.32902756,0.21748458,0.06266644,0.116702095,0.37239626,0.099152364,0.0699535
8,0.39432085,0.39351386,0.14800718,0.041385394,0.1636781,0.36432996,0.20780137,0.10225542,0.093652934,0.3790016,0.13677338,0.085557945
9,0.39415628,0.4121285,0.13307178,0.0016763242,0.191135,0.3723209,0.17685628,0.13270052,0.0728853,0.3467058,0.11409004,0.088436045
10,0.39069542,0.39317593,0.120634966,0.009437335,0.18591885,0.3386297,0.2027419,0.13913885,0.10958626,0.40353793,0.09732077,0.082902886
11,0.382808,0.396604,0.14411275,0.027634177,0.15384582,0.35541007,0.19078812,0.11149969,0.107801124,0.38417655,0.10705255,0.10082835
12,0.39840132,0.37403068,0.13144709,0.004910342,0.16762994,0.35867465,0.2209907,0.09487912,0.06390549,0.3434279,0.12910566,0.072883315
13,0.37611592,0.3462223,0.15251961,-0.021421965,0.2023296,0.37032107,0.24827217,0.11045178,0.084016286,0.3832723,0.13088223,0.10065919
14,0.40604192,0.40453786,0.18459532,-0.015752526,0.21287107,0.32291135,0.24151835,0.09702337,0.064459644,0.35121593,0.18988907,0.057503525
15,0.41495606,0.38567773,0.1928495,-0.0045214505,0.19607688,0.35261616,0.23639625,0.08460303,0.050444875,0.34671426,0.13982657,0.111569874
16,0.3983995,0.38800147,0.14367327,-0.005602918,0.17201367,0.34423015,0.17652673,0.0640878,0.057899054,0.40396598,0.14278598,0.070454195
17,0.4461706,0.44936714,0.1013902,-0.01388346,0.19588284,0.35417077,0.20223482,0.10175979,0.08090774,0.38070944,0.14128804,0.09815737
18,0.387509,0.38951913,0.13338687,0.03060093,0.18347478,0.37952298,0.18769766,0.12385527,0.074990615,0.35466287,0.12724453,0.08928137
19,0.38330877,0.38939345,0.14583826,-0.0253285,0.19111903,0.3581205,0.24119446,0.09640597,0.082661934,0.40206808,0.14552446,0.08921126
20,0.35939598,0.39793265,0.13176894,0.013987301,0.18493128,0.37270898,0.22465274,0.09391049,0.082938015,0.35259748,0.13201135,0.101343945
21,0.4237857,0.3891536,0.13706279,0.014098677,0.19962059,0.3600801,0.19131441,0.124821626,0.0759926,0.37004665,0.12570503,0.06638065
22,0.4088277,0.37362695,0.17604429,0.005612518,0.22373953,0.362102,0.17825444,0.10434232,0.09509333,0.36739543,0.16057153,0.047959447
23,0.38802013,0.35554206,0.10868178,0.015596935,0.20620653,0.34083706,0.21667534,0.108496726,0.10540008,0.39405164,0.114484705,0.052747708
24,0.39637712,0.34260008,0.13557929,-0.031474628,0.18677995,0.35461503,0.19321276,0.11179701,0.09119664,0.35429135,0.131102,0.055360053
25,0.42293525,0.37399143,0.11554024,0.027382703,0.17762533,0.36381227,0.22588769,0.08345487,0.17354316,0.402405,0.1329646,0.07554042
26,0.39680457,0.38429704,0.113020435,-0.033943016,0.18980858,0.33785546,0.23031567,0.07208545,0.11519791,0.39318848,0.0979212,0.081605054
27,0.38597265,0.4016176,0.16421755,0.011799385,0.24465828,0.36152852,0.22486123,0.1117922,0.08477098,0.35505092,0.12307899,0.096077345
