,0,1,year
0,gdpr,0.6678338646888733,2020
1,ccpa,0.6508187055587769,2020
2,cybersecurity,0.5943852066993713,2020
3,regulations,0.5629510283470154,2020
4,hipaa,0.5611486434936523,2020
